Antisocialbehaviour 1707
Bicycletheft 173
Burglary 1416
Criminaldamageandarson 1430
Drugs 345
Othercrime 278
Othertheft 1867
Possessionofweapons 78
Publicorder 614
Robbery 126
Shoplifting 1361
Theftfromtheperson 288
Vehiclecrime 1066
Violenceandsexualoffences 4041
